Thu Jun 27 21:56:43 2024    bettertouch.prof

         423783 function calls (422998 primitive calls) in 44.675 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        4    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\selectors.py:583(_can_use)
        2    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\tkinter\__init__.py:2584(BaseWidget)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\tkinter\__init__.py:3549(Scrollbar)
        7    0.000    0.000    0.000    0.000 {built-in method builtins.any}
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\tkinter\__init__.py:2301(Tk)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\Documents\Projects\envs\BetterTouch\Lib\site-packages\serial\serialutil.py:106(Timeout)
       10    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\__future__.py:83(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\unittest\suite.py:16(BaseTestSuite)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\_weakrefset.py:85(add)
        8    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\enum.py:1276(value)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\subprocess.py:163(TimeoutExpired)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\_compression.py:33(DecompressReader)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\tkinter\ttk.py:905(Panedwindow)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\doctest.py:1754(UnexpectedException)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\unittest\loader.py:74(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\threading.py:373(notify)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\tkinter\__init__.py:4056(Image)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\selectors.py:290(SelectSelector)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\threading.py:123(_RLock)
        2    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\enum.py:799(__iter__)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\tkinter\__init__.py:2478(Place)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\doctest.py:1589(OutputChecker)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1152(create_module)
        7    0.000    0.000    0.000    0.000 {method '__init_subclass__' of 'object' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\selectors.py:206(_BaseSelectorImpl)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\doctest.py:2357(_DocTestSuite)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\tkinter\ttk.py:695(Frame)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\code.py:15(InteractiveInterpreter)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\unittest\signals.py:9(_InterruptHandler)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\argparse.py:791(Action)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\Documents\Projects\envs\BetterTouch\Lib\site-packages\mouseinfo\__init__.py:60(POINT)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\tkinter\ttk.py:1574(OptionMenu)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\Documents\Projects\envs\BetterTouch\Lib\site-packages\pyautogui\_pyautogui_win.py:72(KEYBDINPUT)
        7    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\enum.py:1395(<lambda>)
        3    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\ctypes\__init__.py:510(CFunctionType)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\threading.py:1019(_set_native_id)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\tkinter\ttk.py:1034(Scale)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\Documents\Projects\envs\BetterTouch\Lib\site-packages\serial\serialutil.py:262(port)
        6    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\typing.py:1220(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\webbrowser.py:206(UnixBrowser)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\doctest.py:360(_OutputRedirectingPdb)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\tkinter\ttk.py:772(Notebook)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\argparse.py:889(BooleanOptionalAction)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\unittest\case.py:1365(FunctionTestCase)
        1    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
        4    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\ctypes\__init__.py:443(__init__)
        5    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\platform.py:836(_unknown_as_blank)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\tkinter\__init__.py:3510(Scale)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\doctest.py:511(DocTest)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\unittest\suite.py:328(_ErrorHolder)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\unittest\loader.py:22(_FailedTest)
        1    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\ctypes\wintypes.py:128(FILETIME)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\tkinter\__init__.py:1955(XView)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\subprocess.py:215(Handle)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\threading.py:278(__enter__)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\threading.py:556(Event)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\unittest\runner.py:164(TextTestRunner)
        7    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1008(is_package)
        1    0.000    0.000    0.000    0.000 {built-in method _thread._set_sentinel}
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\functools.py:479(lru_cache)
        2    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\ctypes\__init__.py:102(CFunctionType)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\webbrowser.py:140(BaseBrowser)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\_compression.py:9(BaseStream)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\doctest.py:443(Example)
        4    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_tolower}
        2    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\__future__.py:81(_Feature)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\Documents\Projects\envs\BetterTouch\Lib\site-packages\serial\win32.py:29(is_64bit)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\ctypes\wintypes.py:97(RECT)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\tkinter\__init__.py:548(StringVar)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\threading.py:424(Semaphore)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\threading.py:511(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\Documents\Projects\envs\BetterTouch\Lib\site-packages\pyperclip\__init__.py:351(CheckedCall)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\threading.py:1333(_make_invoke_excepthook)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\pprint.py:80(_safe_key)
        4    0.000    0.000    0.000    0.000 <frozen abc>:7(abstractmethod)
        2    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\ctypes\__init__.py:157(py_object)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\subprocess.py:192(STARTUPINFO)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\tkinter\__init__.py:4017(OptionMenu)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\threading.py:293(_is_owned)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\doctest.py:2340(SkipDocTestCase)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\doctest.py:2676(_TestClass)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\argparse.py:109(_AttributeHolder)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\unittest\runner.py:14(_WritelnDecorator)
        2    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\re\_parser.py:288(seek)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\Documents\Projects\envs\BetterTouch\Lib\site-packages\serial\serialutil.py:283(baudrate)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\Documents\Projects\envs\BetterTouch\Lib\site-packages\serial\serialutil.py:360(timeout)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\ctypes\__init__.py:129(WinFunctionType)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\ctypes\_endian.py:23(_swapped_meta)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\tkinter\__init__.py:3477(Radiobutton)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\threading.py:281(__exit__)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\doctest.py:1773(DebugRunner)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\doctest.py:262(_SpoofOut)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\code.py:164(InteractiveConsole)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\unittest\case.py:1423(_SubTest)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\argparse.py:1667(_ArgumentGroup)
        3    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_tolower}
        3    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
        2    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\functools.py:970(__set_name__)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\typing.py:466(__repr__)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\tkinter\__init__.py:618(BooleanVar)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\tkinter\__init__.py:213(Event)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\tkinter\__init__.py:147(_VersionInfoType)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\Documents\Projects\envs\BetterTouch\Lib\site-packages\pyperclip\__init__.py:97(PyperclipWindowsException)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\tkinter\__init__.py:2685(Button)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\tkinter\ttk.py:503(Widget)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\traceback.py:630(_ExceptionPrintContext)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\bdb.py:864(Tdb)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\unittest\case.py:283(_AssertWarnsContext)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\argparse.py:1282(FileType)
        1    0.000    0.000    0.000    0.000 <frozen os>:748(check_str)
        4    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_iscased}
        1    0.000    0.000    0.000    0.000 C:\Users\19059\Documents\Projects\envs\BetterTouch\Lib\site-packages\serial\serialutil.py:306(bytesize)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\ctypes\wintypes.py:104(_SMALL_RECT)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\tkinter\__init__.py:572(IntVar)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\ctypes\__init__.py:402(PyDLL)
        3    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\signal.py:48(_wraps)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\tkinter\__init__.py:1976(YView)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\threading.py:1386(Timer)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\threading.py:1437(_DummyThread)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\Documents\Projects\envs\BetterTouch\Lib\site-packages\pygetwindow\__init__.py:25(PyGetWindowException)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\tkinter\ttk.py:619(Entry)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\doctest.py:2427(DocFileCase)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\Documents\Projects\envs\BetterTouch\Lib\site-packages\pyrect\__init__.py:39(PyRectException)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\Documents\Projects\envs\BetterTouch\Lib\site-packages\pygetwindow\_pygetwindow_win.py:43(RECT)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\Documents\Projects\envs\BetterTouch\Lib\site-packages\pyautogui\_pyautogui_win.py:89(_I)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\Documents\Projects\envs\BetterTouch\Lib\site-packages\pyautogui\_pyautogui_win.py:81(HARDWAREINPUT)
        1    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
        1    0.000    0.000    0.000    0.000 {built-in method _imp.get_frozen_object}
        1    0.000    0.000    0.000    0.000 C:\Users\19059\Documents\Projects\envs\BetterTouch\Lib\site-packages\serial\serialutil.py:100(PortNotOpenError)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\ctypes\wintypes.py:133(MSG)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\tkinter\__init__.py:597(DoubleVar)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\ctypes\wintypes.py:20(VARIANT_BOOL)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\tkinter\__init__.py:2655(Toplevel)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\tkinter\__init__.py:3463(Menubutton)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\threading.py:1015(_set_ident)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\shutil.py:70(SameFileError)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\webbrowser.py:159(GenericBrowser)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\tkinter\ttk.py:661(Combobox)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\tkinter\ttk.py:964(Progressbar)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\doctest.py:1735(DocTestFailure)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\traceback.py:90(_Sentinel)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\codeop.py:109(Compile)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\unittest\case.py:202(_AssertRaisesBaseContext)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\unittest\case.py:193(_BaseTestCaseContext)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\argparse.py:946(_StoreAction)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\argparse.py:1126(_HelpAction)
        2    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 {method 'difference_update' of 'set' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\19059\Documents\Projects\envs\BetterTouch\Lib\site-packages\serial\serialutil.py:332(parity)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\ctypes\__init__.py:241(c_char_p)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\ctypes\_endian.py:55(BigEndianUnion)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\ctypes\wintypes.py:115(POINT)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\ctypes\wintypes.py:120(SIZE)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\tkinter\__init__.py:1933(CallWrapper)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\tkinter\__init__.py:3174(Frame)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\tkinter\__init__.py:4003(_setit)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\webbrowser.py:285(Mozilla)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\webbrowser.py:295(Epiphany)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\tkinter\ttk.py:566(Button)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\codeop.py:124(CommandCompiler)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\unittest\suite.py:375(_DebugResult)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\argparse.py:677(RawDescriptionHelpFormatter)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\argparse.py:1145(_VersionAction)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\argparse.py:1337(Namespace)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\argparse.py:1709(_MutuallyExclusiveGroup)
        2    0.000    0.000    0.000    0.000 {method 'bit_length' of 'int' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\ctypes\__init__.py:257(c_wchar_p)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\ctypes\__init__.py:433(OleDLL)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\ctypes\_endian.py:48(BigEndianStructure)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\Documents\Projects\envs\BetterTouch\Lib\site-packages\pyautogui\__init__.py:29(PyAutoGUIException)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\tkinter\__init__.py:3194(Label)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\tkinter\__init__.py:4202(BitmapImage)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\tkinter\__init__.py:4400(LabelFrame)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\webbrowser.py:305(Chrome)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\webbrowser.py:327(Elinks)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\webbrowser.py:394(Edge)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\webbrowser.py:341(Konqueror)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\tkinter\ttk.py:713(Label)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\tkinter\ttk.py:732(Labelframe)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\tkinter\ttk.py:590(Checkbutton)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\tkinter\ttk.py:1006(Radiobutton)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\socket.py:212(_GiveupOnSendfile)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\pdb.py:90(Restart)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\bdb.py:13(BdbQuit)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\unittest\case.py:26(SkipTest)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\argparse.py:204(_Section)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\argparse.py:728(MetavarTypeHelpFormatter)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\argparse.py:1173(_ChoicesPseudoAction)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\argparse.py:1271(_ExtendAction)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\argparse.py:981(_StoreConstAction)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\argparse.py:1038(_AppendAction)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\argparse.py:1004(_StoreTrueAction)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\argparse.py:1103(_CountAction)
        1    0.000    0.000    0.000    0.000 bettertouch.py:38(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\Documents\Projects\envs\BetterTouch\Lib\site-packages\serial\serialutil.py:346(stopbits)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\Documents\Projects\envs\BetterTouch\Lib\site-packages\serial\serialutil.py:399(inter_byte_timeout)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\subprocess.py:695(_use_posix_spawn)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\Documents\Projects\envs\BetterTouch\Lib\site-packages\serial\serialutil.py:92(SerialException)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\ctypes\__init__.py:166(c_short)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\ctypes\__init__.py:170(c_ushort)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\ctypes\__init__.py:420(HRESULT)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\ctypes\wintypes.py:111(_COORD)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\Documents\Projects\envs\BetterTouch\Lib\site-packages\serial\win32.py:42(_SECURITY_ATTRIBUTES)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\Documents\Projects\envs\BetterTouch\Lib\site-packages\serial\win32.py:90(_COMMTIMEOUTS)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\Documents\Projects\envs\BetterTouch\Lib\site-packages\serial\win32.py:261(N11_OVERLAPPED4DOLLAR_48E)
